Chart,Tool,Alert_ID,Standard_ID,CIS_Cluster,Description,Resource,Original_YAML,Characters
ed-nginx,checkov,CKV_K8S_10,check_4,N/A,CPU requests should be set,"['DaemonSet/default/nginx-ingress', 'spec/template/spec/containers/0']","{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}",1296
ed-nginx,checkov,CKV_K8S_15,check_25,N/A,Image Pull Policy should be Always,"['DaemonSet/default/nginx-ingress', 'spec/template/spec/containers/0']","{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}",1296
ed-nginx,checkov,CKV_K8S_31,check_31,General Policies,Ensure that the seccomp profile is set to docker/default or runtime/default,"['DaemonSet/default/nginx-ingress', '']","{'apiVersion': 'apps/v1', 'kind': 'DaemonSet', 'metadata': {'name': 'nginx-ingress', 'labels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}}, 'spec': {'selector': {'matchLabels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}, 'annotations': {'prometheus.io/port': '10254', 'prometheus.io/scrape': 'true'}}, 'spec': {'terminationGracePeriodSeconds': 300, 'serviceAccountName': 'nginx-ingress', 'dnsPolicy': 'ClusterFirstWithHostNet', 'hostNetwork': False, 'containers': [{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}]}}}}",1988
ed-nginx,checkov,CKV_K8S_29,check_30,General Policies,Apply security context to your pods and containers,"['DaemonSet/default/nginx-ingress', '']","{'apiVersion': 'apps/v1', 'kind': 'DaemonSet', 'metadata': {'name': 'nginx-ingress', 'labels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}}, 'spec': {'selector': {'matchLabels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}, 'annotations': {'prometheus.io/port': '10254', 'prometheus.io/scrape': 'true'}}, 'spec': {'terminationGracePeriodSeconds': 300, 'serviceAccountName': 'nginx-ingress', 'dnsPolicy': 'ClusterFirstWithHostNet', 'hostNetwork': False, 'containers': [{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}]}}}}",1988
ed-nginx,checkov,CKV_K8S_20,check_22,Pod Security Policy,Containers should not run with allowPrivilegeEscalation,"['DaemonSet/default/nginx-ingress', 'spec/template/spec/containers/0']","{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}",1296
ed-nginx,checkov,CKV_K8S_11,check_5,N/A,CPU limits should be set,"['DaemonSet/default/nginx-ingress', 'spec/template/spec/containers/0']","{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}",1296
ed-nginx,checkov,CKV_K8S_38,check_35,RBAC and Service Accounts,Ensure that Service Account Tokens are only mounted where necessary,"['DaemonSet/default/nginx-ingress', '']","{'apiVersion': 'apps/v1', 'kind': 'DaemonSet', 'metadata': {'name': 'nginx-ingress', 'labels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}}, 'spec': {'selector': {'matchLabels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}, 'annotations': {'prometheus.io/port': '10254', 'prometheus.io/scrape': 'true'}}, 'spec': {'terminationGracePeriodSeconds': 300, 'serviceAccountName': 'nginx-ingress', 'dnsPolicy': 'ClusterFirstWithHostNet', 'hostNetwork': False, 'containers': [{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}]}}}}",1988
ed-nginx,checkov,CKV_K8S_26,check_29,N/A,Do not specify hostPort unless absolutely necessary,"['DaemonSet/default/nginx-ingress', 'spec/template/spec/containers/0/ports/0']","{'name': 'http', 'containerPort': 80, 'hostPort': 80}",53
ed-nginx,checkov,CKV_K8S_22,check_27,N/A,Use read-only filesystem for containers where possible,"['DaemonSet/default/nginx-ingress', 'spec/template/spec/containers/0']","{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}",1296
ed-nginx,checkov,CKV_K8S_21,check_26,General Policies,The default namespace should not be used,"['DaemonSet/default/nginx-ingress', '']","{'apiVersion': 'apps/v1', 'kind': 'DaemonSet', 'metadata': {'name': 'nginx-ingress', 'labels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}}, 'spec': {'selector': {'matchLabels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}}, 'template': {'metadata': {'labels': {'app.kubernetes.io/name': 'ingress-nginx', 'app.kubernetes.io/part-of': 'ingress-nginx'}, 'annotations': {'prometheus.io/port': '10254', 'prometheus.io/scrape': 'true'}}, 'spec': {'terminationGracePeriodSeconds': 300, 'serviceAccountName': 'nginx-ingress', 'dnsPolicy': 'ClusterFirstWithHostNet', 'hostNetwork': False, 'containers': [{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}]}}}}",1988
ed-nginx,checkov,CKV_K8S_12,check_1,N/A,Memory requests should be set,"['DaemonSet/default/nginx-ingress', 'spec/template/spec/containers/0']","{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}",1296
ed-nginx,checkov,CKV_K8S_43,check_9,N/A,Image should use digest,"['DaemonSet/default/nginx-ingress', 'spec/template/spec/containers/0']","{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}",1296
ed-nginx,checkov,CKV_K8S_25,check_34,Pod Security Policy,Minimize the admission of containers with added capability,"['DaemonSet/default/nginx-ingress', 'spec/template/spec/containers/0']","{'name': 'nginx-ingress-controller', 'image': 'k8s.gcr.io/ingress-nginx/controller:v1.1.0', 'args': ['/nginx-ingress-controller', '--election-id=ingress-controller-leader-nginx', '--controller-class=k8s.io/ingress-nginx', '--configmap=$(POD_NAMESPACE)/ingress-nginx-configuration', '--tcp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-tcp-services', '--udp-services-configmap=$(POD_NAMESPACE)/ingress-nginx-udp-services', '--annotations-prefix=nginx.ingress.kubernetes.io'], 'securityContext': {'allowPrivilegeEscalation': True, 'capabilities': {'drop': ['ALL'], 'add': ['NET_BIND_SERVICE']}, 'runAsUser': 101}, 'env': [{'name': 'POD_NAME', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.name'}}}, {'name': 'POD_NAMESPACE', 'valueFrom': {'fieldRef': {'fieldPath': 'metadata.namespace'}}}], 'ports': [{'name': 'http', 'containerPort': 80, 'hostPort': 80}, {'name': 'https', 'containerPort': 443, 'hostPort': 443}], 'livenessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'initialDelaySeconds': 10, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}, 'readinessProbe': {'failureThreshold': 3, 'httpGet': {'path': '/healthz', 'port': 10254, 'scheme': 'HTTP'}, 'periodSeconds': 10, 'successThreshold': 1, 'timeoutSeconds': 10}}",1296
